Order ID,Product ID,Product Name,SKU ID,Price,Payment Amount,Currency,Quantity,Fully returned or refunded,Payment method,Order Status,Creator Username,Content Type,Content ID,commission model,Standard commission rate,Est. Commission Base,Est. standard commission payment,Actual Commission Base,Actual Commission Payment,Shop Ads commission rate,Est. Shop Ads commission payment,Actual Shop Ads commission payment,Est. co-funded creator bonus,Actual co-funded creator bonus,Time Created,Payment time,Order Delivery Time,Time Commission Paid,Platform
577357568615748481,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1730881470376939697,15.51,15.51,USD,1,No,Not cash on delivery,Pending,vanionlyoffers,Video,7609887902281043213,fixed commission,20%,21.54,4.31,,,,,,,,21/04/2026 12:01:56,21/04/2026 12:01:59,,,TTS
577357527848030842,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1730881470376939697,17.99,18.77,USD,1,No,Not cash on delivery,Pending,morrdeals,Video,7464772739644132638,fixed commission,20%,19.99,4,,,,,,,,21/04/2026 10:53:08,21/04/2026 10:53:11,,,TTS
577357509600579942,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1730881470377005233,34.99,34.99,USD,1,No,Not cash on delivery,Pending,povshopdeals,Video,7620501478452497677,fixed commission,,34.99,,,,6%,2.1,,,,21/04/2026 10:33:29,21/04/2026 10:33:32,,,TTS
577357411230912862,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1730881470376939697,21.84,21.84,USD,1,No,Not cash on delivery,Pending,elenachicas2025,Video,7630751073543703822,fixed commission,25%,24.99,6.25,,,,,,,,21/04/2026 08:53:31,21/04/2026 08:53:35,,,TTS
577357379983937665,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1730881470376939697,18.56,18.56,USD,1,No,Not cash on delivery,Pending,warsans.languagel,Video,7606478701001477407,fixed commission,20%,21.54,4.31,,,,,,,,21/04/2026 08:30:25,21/04/2026 08:30:29,,,TTS
577357311256138087,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1730881470376939697,22.99,22.99,USD,1,No,Not cash on delivery,Ineligible,mulanniamyiashawj,External Traffic Program,7494048038011504650,fixed commission,25%,24.99,6.25,,,,,,,,21/04/2026 07:41:53,,,,TTS
577357247991156814,1731848824093708465,"VAHDAM Turmeric Curcumin 2000mg | 95% Curcuminoids with Black Pepper & MCT Oil for Maximum Absorption | Supports Joint Health, Inflammation Relief & Mobility | 90 Veg Capsules",1731877424524398769,30.99,33.89,USD,1,No,Not cash on delivery,Pending,braveworksrn,Showcase,7495415386650872307,fixed commission,25%,34.99,8.75,,,,,,,,21/04/2026 06:59:17,21/04/2026 06:59:20,,,TTS
577357207366046199,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1730881470376939697,5.03,5.03,USD,1,No,Not cash on delivery,Pending,infinity.ugc,Video,7601249759927520526,fixed commission,,17.69,,,,6%,1.06,,,,21/04/2026 06:26:32,21/04/2026 06:26:35,,,TTS
577357180405059725,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1730881470377005233,34.99,37.79,USD,1,No,Not cash on delivery,Pending,cindyo2026,Video,7625331434374450462,fixed commission,,34.99,,,,6%,2.1,,,,21/04/2026 06:06:52,21/04/2026 06:06:55,,,TTS
577357148134347005,1730195184299380913,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1730881470376939697,22.99,22.99,USD,1,No,Not cash on delivery,Pending,korihampton1,Video,7622717615122795806,fixed commission,20%,24.99,5,,,,,,,,21/04/2026 05:38:36,21/04/2026 05:38:41,,,TTS
